date,year,epiweek,casos,geocode,regional,regional_geocode,macroregional,macroregional_geocode,uf,train_1,train_2,target_1,target_2
2015-01-04,2015,201501,0,2608800,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2610301,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2613909,Serra Talhada,26012,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,1,2606101,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2604403,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2616308,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2613404,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2615805,Arcoverde,26002,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2606903,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2612554,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,1,2608909,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2613305,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,2,2604155,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2604205,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2615508,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2615409,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2614501,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,1,2602209,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2602803,Arcoverde,26002,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2612901,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,355,2611606,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,16,2610707,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,1,2610608,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,1,2610103,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2609303,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2609501,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2614402,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,1,2604304,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,3,2610509,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2610905,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,5,2607000,Arcoverde,26002,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2607505,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,2,2609907,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2600906,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,4,2612208,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,35,2609600,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2609808,Petrolina,26009,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2610004,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2611705,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2611804,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,2,2612505,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2612802,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2607109,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2605004,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2605152,Petrolina,26009,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2600401,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,3,2601201,Arcoverde,26002,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2601300,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2601409,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2601508,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,4,2601904,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2602308,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2602704,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,3,2613602,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2613008,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,12,2613701,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2613800,Goiana,26005,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2614600,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2603926,Serra Talhada,26012,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,1,2604502,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,1,2605202,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2605301,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,2,2606408,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2607653,Goiana,26005,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,2,2600054,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2600807,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,10,2606804,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2602001,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,1,2603702,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,7,2604007,Limoeiro,26006,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2605608,Serra Talhada,26012,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2606507,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,1,2607604,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2608404,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,3,2609402,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2610202,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,1,2611002,Arcoverde,26002,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2601706,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2607307,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2602100,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,39,2603454,Recife,26010,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,9,2604106,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2602506,Afogados da Ingazeira,26001,Serṭo,2606,PE,True,True,False,False
2015-01-04,2015,201501,0,2604809,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2605905,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2609204,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2611200,Caruaru,26003,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2611903,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2613206,Garanhuns,26004,Agreste,2608,PE,True,True,False,False
2015-01-04,2015,201501,0,2616506,Palmares,26008,Metropolitana,2607,PE,True,True,False,False
2015-01-04,2015,201501,0,2612455,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2615201,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
2015-01-04,2015,201501,0,2614303,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE,True,True,False,False
