"exposure","lag","RR","RR_low","RR_high","state"
0,0,1.09983024587575,1.07040046324831,1.13006917623362,"GO"
0,1,1.05779080204987,1.03495315600404,1.08113239175139,"GO"
0,2,1.01960016324739,1.00086705906542,1.03868389260891,"GO"
0,3,0.987124591667609,0.969758251252153,1.00480192688928,"GO"
0,4,0.962015332767728,0.944197930249418,0.980168956985249,"GO"
0,5,0.945836232314845,0.92714608833142,0.9649031469998,"GO"
0,6,0.94022070729971,0.921222839628275,0.959610357459089,"GO"
0,7,0.946369883614595,0.928017637404534,0.96508505928567,"GO"
0,8,0.963101198465656,0.945920968813745,0.980593462949888,"GO"
0,9,0.988796374502369,0.972206766599227,1.00566906528442,"GO"
0,10,1.02190319033443,1.00374593681196,1.0403888993389,"GO"
0,11,1.06077825781246,1.03800875788495,1.08404722378301,"GO"
0,12,1.10355872011923,1.07359769307813,1.13435587334349,"GO"
1,0,0.978361914236461,0.967625996513262,0.989216948157214,"GO"
1,1,0.992230036807123,0.983369606275806,1.00117030225371,"GO"
1,2,1.00544512736066,0.99775362145027,1.01319592572753,"GO"
1,3,1.01711655206592,1.00968959738974,1.02459813705215,"GO"
1,4,1.02631951366402,1.01850362976282,1.03419537579148,"GO"
1,5,1.03211274096445,1.02378638019984,1.04050681925775,"GO"
1,6,1.03356442533093,1.02506015721272,1.04213924791926,"GO"
1,7,1.0300760150663,1.02192694886395,1.03829006368256,"GO"
1,8,1.02227292269348,1.01479551766971,1.02980542412328,"GO"
1,9,1.01110702737917,1.004122949903,1.01813968191275,"GO"
1,10,0.99753218369046,0.990273714199035,1.00484385602732,"GO"
1,11,0.982478483784045,0.973943021213627,0.991088749622933,"GO"
1,12,0.966834973898696,0.956300567035616,0.977485425582601,"GO"
2,0,1.01753366514795,0.999293222323435,1.03610705704787,"GO"
2,1,1.02641563871776,1.01188910830299,1.04115070985519,"GO"
2,2,1.03470682481551,1.02282833141958,1.04672326766103,"GO"
2,3,1.04171885768157,1.03089377353326,1.05265761255894,"GO"
2,4,1.0467488131577,1.03559030745471,1.05802755197666,"GO"
2,5,1.04908999816756,1.03714480690967,1.06117276673698,"GO"
2,6,1.04804737335673,1.03573607522682,1.0605050099847,"GO"
2,7,1.04318187358692,1.03132238293172,1.05517774014254,"GO"
2,8,1.03499213187362,1.02408523402851,1.04601519233552,"GO"
2,9,1.0242179496951,1.013972526281,1.03456689534301,"GO"
2,10,1.0115944916869,1.00076983029578,1.02253623623809,"GO"
2,11,0.997837194302546,0.98485605194115,1.01098943786871,"GO"
2,12,0.983631662816697,0.967402091465949,1.00013350873513,"GO"
3,0,1.04339963048477,1.01688481658334,1.07060580622459,"GO"
3,1,1.04957919152821,1.02873306211182,1.07084774453303,"GO"
3,2,1.05519940398965,1.03848201858421,1.07218590428567,"GO"
3,3,1.05965244888049,1.04466410214217,1.07485584133303,"GO"
3,4,1.06232335752329,1.04690029894887,1.07797363041414,"GO"
3,5,1.06259846007247,1.0460036443745,1.0794565520119,"GO"
3,6,1.05987730559403,1.04271130662832,1.07732590581151,"GO"
3,7,1.05378616104027,1.03724387117513,1.07059227252112,"GO"
3,8,1.04477638528294,1.02959095388876,1.06018578652238,"GO"
3,9,1.0335068801797,1.01924694736094,1.04796631880471,"GO"
3,10,1.02062868918729,1.00546506556501,1.03602099850858,"GO"
3,11,1.00677345286177,0.988418916838558,1.02546882513052,"GO"
3,12,0.992545741959922,0.96946056884347,1.01618062822092,"GO"
4,0,1.05378290950393,1.02154357007856,1.08703970431449,"GO"
4,1,1.06040668603042,1.03510312715028,1.08632880172407,"GO"
4,2,1.06639639498212,1.04615969903057,1.08702454537739,"GO"
4,3,1.07106218854307,1.05293915119133,1.08949715700923,"GO"
4,4,1.07370609960992,1.05502138111792,1.09272172959943,"GO"
4,5,1.07363279796746,1.05348592658192,1.09416495824618,"GO"
4,6,1.07016474960864,1.04930922773009,1.09143478494168,"GO"
4,7,1.06288587960007,1.04280025118049,1.08335838217752,"GO"
4,8,1.05231837793283,1.0339054899925,1.0710591821533,"GO"
4,9,1.03921950642987,1.02194737780783,1.0567835546102,"GO"
4,10,1.02433529637915,1.00596583810201,1.04304019049777,"GO"
4,11,1.00838596945506,0.986151449707153,1.03112180557639,"GO"
4,12,0.992056381660174,0.964127660910458,1.02079413784611,"GO"
5,0,1.04944093635448,1.01366139463993,1.08648340039405,"GO"
5,1,1.05949195451951,1.03132409426216,1.08842914456941,"GO"
5,2,1.0687404572561,1.04615128853872,1.09181738577355,"GO"
5,3,1.07625872738485,1.05597158191568,1.09693562602382,"GO"
5,4,1.08110007258845,1.06012732663128,1.10248772726643,"GO"
5,5,1.08231781165693,1.05966649336326,1.10545332212206,"GO"
5,6,1.07899228241947,1.05553804763635,1.10296767428498,"GO"
5,7,1.07056517301104,1.04799971395855,1.09361651000363,"GO"
5,8,1.0577487171863,1.03709661803638,1.07881206943634,"GO"
5,9,1.04157753021769,1.02222817056348,1.06129314637882,"GO"
5,10,1.02307028674934,1.00250752045841,1.04405482280151,"GO"
5,11,1.00320384988493,0.97837219780316,1.02866574365436,"GO"
5,12,0.982896601491053,0.95183037829223,1.01497677659333,"GO"
6,0,1.03176080797957,0.993195660625806,1.07182341514853,"GO"
6,1,1.04783643609507,1.01730573946151,1.07928339949168,"GO"
6,2,1.06291326154105,1.03833130797335,1.08807718007173,"GO"
6,3,1.07567698455768,1.05354954135424,1.09826916503592,"GO"
6,4,1.08476461261998,1.06183984711102,1.10818431611329,"GO"
6,5,1.08880118337672,1.06399436229607,1.11418637065359,"GO"
6,6,1.08645304719239,1.06075740019366,1.11277114214629,"GO"
6,7,1.07691778815271,1.05223795007862,1.10217648237556,"GO"
6,8,1.06121515099448,1.03869049977403,1.08422826332313,"GO"
6,9,1.04083952408711,1.01976192973959,1.06235277402298,"GO"
6,10,1.0172640361372,0.994838553630233,1.04019503008,"GO"
6,11,0.991889579286437,0.964833163462065,1.01970472694651,"GO"
6,12,0.966012675247626,0.932310992172667,1.00093262502932,"GO"
7,0,1.00258690067367,0.96023558159333,1.04680613036078,"GO"
7,1,1.02674506097364,0.992984315089653,1.06165364771002,"GO"
7,2,1.04977913935888,1.02251290832876,1.0777724490875,"GO"
7,3,1.0698495142011,1.04531818047731,1.09495654472756,"GO"
7,4,1.08500467171087,1.05956233797091,1.11105792971921,"GO"
7,5,1.09324978619825,1.06564562056105,1.12156900189133,"GO"
7,6,1.09264930116837,1.06403278533011,1.12203544082839,"GO"
7,7,1.08204567866124,1.05463178431321,1.11017216446962,"GO"
7,8,1.06287941446218,1.03797499933474,1.08838136796311,"GO"
7,9,1.03729258975074,1.01403105902608,1.06108773215015,"GO"
7,10,1.00740177998326,0.98255652279063,1.03287528276853,"GO"
7,11,0.975199773395731,0.945165349506444,1.00618859814073,"GO"
7,12,0.942495291333464,0.905220878631775,0.981304557986331,"GO"
8,0,0.964039427086195,0.915721117982157,1.01490726677201,"GO"
8,1,0.997717774029955,0.958875429377579,1.03813355324106,"GO"
8,2,1.03032712093938,0.998859973698549,1.06278557965684,"GO"
8,3,1.05937952128875,1.03111362257276,1.08842027256487,"GO"
